filepath,label
Kather_texture_2016_image_tiles_5000/04_LYMPHO/6476_CRC-Prim-HE-05_003.tif_Row_1_Col_601.tif,3
Kather_texture_2016_image_tiles_5000/04_LYMPHO/1FD7_CRC-Prim-HE-04_031.tif_Row_301_Col_1.tif,3
Kather_texture_2016_image_tiles_5000/05_DEBRIS/6667_CRC-Prim-HE-01_025.tif_Row_1_Col_1.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/11637_CRC-Prim-HE-05.tif_Row_1951_Col_151.tif,5
Kather_texture_2016_image_tiles_5000/05_DEBRIS/36F1_CRC-Prim-HE-08_023.tif_Row_601_Col_1201.tif,4
Kather_texture_2016_image_tiles_5000/05_DEBRIS/147ED_CRC-Prim-HE-03_031.tif_Row_151_Col_151.tif,4
Kather_texture_2016_image_tiles_5000/04_LYMPHO/6909_CRC-Prim-HE-02_002b.tif_Row_1_Col_151.tif,3
Kather_texture_2016_image_tiles_5000/05_DEBRIS/13EC1_CRC-Prim-HE-08_021.tif_Row_1051_Col_1501.tif,4
Kather_texture_2016_image_tiles_5000/04_LYMPHO/12ECA_CRC-Prim-HE-02.tif_Row_451_Col_751.tif,3
Kather_texture_2016_image_tiles_5000/04_LYMPHO/AFD6_CRC-Prim-HE-02_012.tif_Row_1_Col_1.tif,3
Kather_texture_2016_image_tiles_5000/05_DEBRIS/1854E_CRC-Prim-HE-10_016.tif_Row_1_Col_151.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/1061_CRC-Prim-HE-09_001.tif_Row_1651_Col_1051.tif,5
Kather_texture_2016_image_tiles_5000/05_DEBRIS/783E_CRC-Prim-HE-08_024.tif_Row_1201_Col_451.tif,4
Kather_texture_2016_image_tiles_5000/04_LYMPHO/8816_CRC-Prim-HE-02_002b.tif_Row_151_Col_1.tif,3
Kather_texture_2016_image_tiles_5000/04_LYMPHO/1017A_CRC-Prim-HE-05_022.tif_Row_301_Col_1.tif,3
Kather_texture_2016_image_tiles_5000/05_DEBRIS/3C73_CRC-Prim-HE-06_037.tif_Row_1_Col_1.tif,4
Kather_texture_2016_image_tiles_5000/05_DEBRIS/11A1D_CRC-Prim-HE-04_001.tif_Row_301_Col_151.tif,4
Kather_texture_2016_image_tiles_5000/04_LYMPHO/F389_CRC-Prim-HE-02.tif_Row_151_Col_601.tif,3
Kather_texture_2016_image_tiles_5000/06_MUCOSA/114A_CRC-Prim-HE-09_001.tif_Row_901_Col_1.tif,5
Kather_texture_2016_image_tiles_5000/04_LYMPHO/13CEE_CRC-Prim-HE-02.tif_Row_1051_Col_1.tif,3
Kather_texture_2016_image_tiles_5000/06_MUCOSA/32F_CRC-Prim-HE-05.tif_Row_2401_Col_1201.tif,5
Kather_texture_2016_image_tiles_5000/04_LYMPHO/EF2_CRC-Prim-HE-01_004.tif_Row_1051_Col_901.tif,3
Kather_texture_2016_image_tiles_5000/06_MUCOSA/18534_CRC-Prim-HE-07_001_copy.tif_Row_751_Col_451.tif,5
Kather_texture_2016_image_tiles_5000/05_DEBRIS/11FA6_CRC-Prim-HE-08_021.tif_Row_1801_Col_301.tif,4
Kather_texture_2016_image_tiles_5000/05_DEBRIS/3E76_CRC-Prim-HE-04_002.tif_Row_601_Col_1651.tif,4
Kather_texture_2016_image_tiles_5000/04_LYMPHO/6BA1_CRC-Prim-HE-04_031.tif_Row_301_Col_301.tif,3
Kather_texture_2016_image_tiles_5000/05_DEBRIS/13368_CRC-Prim-HE-03_031.tif_Row_151_Col_451.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/3330_CRC-Prim-HE-03_007.tif_Row_151_Col_601.tif,5
Kather_texture_2016_image_tiles_5000/04_LYMPHO/B085_CRC-Prim-HE-05_010.tif_Row_601_Col_1.tif,3
Kather_texture_2016_image_tiles_5000/05_DEBRIS/140EA_CRC-Prim-HE-04_002.tif_Row_751_Col_451.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/178_CRC-Prim-HE-08_022.tif_Row_1_Col_1051.tif,5
Kather_texture_2016_image_tiles_5000/05_DEBRIS/17E7D_CRC-Prim-HE-04_003.tif_Row_601_Col_151.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/2F36_CRC-Prim-HE-06_035.tif_Row_1_Col_1.tif,5
Kather_texture_2016_image_tiles_5000/04_LYMPHO/16B6A_CRC-Prim-HE-02_001b.tif_Row_301_Col_301.tif,3
Kather_texture_2016_image_tiles_5000/06_MUCOSA/11D40_CRC-Prim-HE-06_035.tif_Row_1201_Col_451.tif,5
Kather_texture_2016_image_tiles_5000/06_MUCOSA/30A0_CRC-Prim-HE-05_030.tif_Row_151_Col_451.tif,5
Kather_texture_2016_image_tiles_5000/06_MUCOSA/1925_CRC-Prim-HE-08_008.tif_Row_601_Col_151.tif,5
Kather_texture_2016_image_tiles_5000/05_DEBRIS/5D14_CRC-Prim-HE-08_021.tif_Row_751_Col_1051.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/145F_CRC-Prim-HE-07_001.tif_Row_451_Col_601.tif,5
Kather_texture_2016_image_tiles_5000/05_DEBRIS/8651_CRC-Prim-HE-04_002.tif_Row_451_Col_1501.tif,4
Kather_texture_2016_image_tiles_5000/05_DEBRIS/10B8A_CRC-Prim-HE-06_038.tif_Row_151_Col_301.tif,4
Kather_texture_2016_image_tiles_5000/05_DEBRIS/529C_CRC-Prim-HE-04_002.tif_Row_901_Col_1651.tif,4
Kather_texture_2016_image_tiles_5000/04_LYMPHO/113AA_CRC-Prim-HE-02_001b.tif_Row_451_Col_151.tif,3
Kather_texture_2016_image_tiles_5000/05_DEBRIS/117DD_CRC-Prim-HE-08_021.tif_Row_1_Col_1201.tif,4
Kather_texture_2016_image_tiles_5000/05_DEBRIS/60F6_CRC-Prim-HE-03_010.tif_Row_1_Col_1351.tif,4
Kather_texture_2016_image_tiles_5000/05_DEBRIS/667A_CRC-Prim-HE-08_023.tif_Row_1051_Col_1201.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/11219_CRC-Prim-HE-07_001_copy.tif_Row_1_Col_451.tif,5
Kather_texture_2016_image_tiles_5000/04_LYMPHO/104BB_CRC-Prim-HE-01_029.tif_Row_1_Col_151.tif,3
Kather_texture_2016_image_tiles_5000/04_LYMPHO/C10D_CRC-Prim-HE-05_003.tif_Row_451_Col_1801.tif,3
Kather_texture_2016_image_tiles_5000/04_LYMPHO/12AC4_CRC-Prim-HE-01_004.tif_Row_301_Col_601.tif,3
Kather_texture_2016_image_tiles_5000/06_MUCOSA/3735_CRC-Prim-HE-09_001.tif_Row_151_Col_151.tif,5
Kather_texture_2016_image_tiles_5000/05_DEBRIS/12B1E_CRC-Prim-HE-07_002.tif_Row_1201_Col_1051.tif,4
Kather_texture_2016_image_tiles_5000/04_LYMPHO/15019_CRC-Prim-HE-02_copy.tif_Row_1_Col_751.tif,3
Kather_texture_2016_image_tiles_5000/05_DEBRIS/15289_CRC-Prim-HE-04_002.tif_Row_151_Col_301.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/11439_CRC-Prim-HE-05.tif_Row_2401_Col_1501.tif,5
Kather_texture_2016_image_tiles_5000/04_LYMPHO/F3CF_CRC-Prim-HE-05_003.tif_Row_1_Col_1201.tif,3
Kather_texture_2016_image_tiles_5000/06_MUCOSA/1261E_CRC-Prim-HE-06_033.tif_Row_151_Col_751.tif,5
Kather_texture_2016_image_tiles_5000/05_DEBRIS/5461_CRC-Prim-HE-08_023.tif_Row_451_Col_1051.tif,4
Kather_texture_2016_image_tiles_5000/05_DEBRIS/4E0_CRC-Prim-HE-07_002.tif_Row_1_Col_901.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/173A7_CRC-Prim-HE-06_032.tif_Row_1051_Col_151.tif,5
Kather_texture_2016_image_tiles_5000/05_DEBRIS/74E3_CRC-Prim-HE-03_010.tif_Row_601_Col_1201.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/3705_CRC-Prim-HE-06_001.tif_Row_1351_Col_751.tif,5
Kather_texture_2016_image_tiles_5000/06_MUCOSA/1061_CRC-Prim-HE-03_006.tif_Row_601_Col_1.tif,5
Kather_texture_2016_image_tiles_5000/05_DEBRIS/17422_CRC-Prim-HE-10_016.tif_Row_601_Col_151.tif,4
Kather_texture_2016_image_tiles_5000/05_DEBRIS/5D10_CRC-Prim-HE-03_010.tif_Row_301_Col_151.tif,4
Kather_texture_2016_image_tiles_5000/04_LYMPHO/11276_CRC-Prim-HE-05_003.tif_Row_301_Col_1051.tif,3
Kather_texture_2016_image_tiles_5000/06_MUCOSA/3805_CRC-Prim-HE-06_001.tif_Row_1201_Col_301.tif,5
Kather_texture_2016_image_tiles_5000/06_MUCOSA/14F76_CRC-Prim-HE-03_006.tif_Row_451_Col_1651.tif,5
Kather_texture_2016_image_tiles_5000/04_LYMPHO/D33A_CRC-Prim-HE-05_010.tif_Row_1_Col_1.tif,3
Kather_texture_2016_image_tiles_5000/05_DEBRIS/15CC0_CRC-Prim-HE-07_002.tif_Row_1_Col_1051.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/16B56_CRC-Prim-HE-06_001.tif_Row_1801_Col_601.tif,5
Kather_texture_2016_image_tiles_5000/05_DEBRIS/88E8_CRC-Prim-HE-08_021.tif_Row_1801_Col_1201.tif,4
Kather_texture_2016_image_tiles_5000/05_DEBRIS/2263_CRC-Prim-HE-10_018.tif_Row_451_Col_151.tif,4
Kather_texture_2016_image_tiles_5000/04_LYMPHO/18D7_CRC-Prim-HE-09_005.tif_Row_1_Col_1.tif,3
Kather_texture_2016_image_tiles_5000/05_DEBRIS/14B82_CRC-Prim-HE-04_030.tif_Row_301_Col_1.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/17FA2_CRC-Prim-HE-08_022.tif_Row_751_Col_1201.tif,5
Kather_texture_2016_image_tiles_5000/04_LYMPHO/46EA_CRC-Prim-HE-02.tif_Row_601_Col_1.tif,3
Kather_texture_2016_image_tiles_5000/05_DEBRIS/55D8_CRC-Prim-HE-03_010.tif_Row_1_Col_601.tif,4
Kather_texture_2016_image_tiles_5000/04_LYMPHO/17135_CRC-Prim-HE-02_001b.tif_Row_1_Col_1.tif,3
Kather_texture_2016_image_tiles_5000/06_MUCOSA/142D4_CRC-Prim-HE-03_006.tif_Row_1201_Col_451.tif,5
Kather_texture_2016_image_tiles_5000/05_DEBRIS/2E5_CRC-Prim-HE-04_002.tif_Row_1_Col_1651.tif,4
Kather_texture_2016_image_tiles_5000/04_LYMPHO/16B00_CRC-Prim-HE-01_004.tif_Row_1_Col_1201.tif,3
Kather_texture_2016_image_tiles_5000/05_DEBRIS/15E60_CRC-Prim-HE-10_016.tif_Row_151_Col_151.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/136FD_CRC-Prim-HE-05.tif_Row_601_Col_1501.tif,5
Kather_texture_2016_image_tiles_5000/06_MUCOSA/1505E_CRC-Prim-HE-07_001.tif_Row_301_Col_2701.tif,5
Kather_texture_2016_image_tiles_5000/05_DEBRIS/6B77_CRC-Prim-HE-08_024.tif_Row_1351_Col_151.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/1888_CRC-Prim-HE-09_001.tif_Row_1801_Col_751.tif,5
Kather_texture_2016_image_tiles_5000/05_DEBRIS/14DA9_CRC-Prim-HE-04_001.tif_Row_601_Col_901.tif,4
Kather_texture_2016_image_tiles_5000/05_DEBRIS/6D6A_CRC-Prim-HE-10_016.tif_Row_301_Col_301.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/14A26_CRC-Prim-HE-03_007.tif_Row_1_Col_1.tif,5
Kather_texture_2016_image_tiles_5000/05_DEBRIS/101B2_CRC-Prim-HE-08_021.tif_Row_751_Col_1501.tif,4
Kather_texture_2016_image_tiles_5000/05_DEBRIS/2551_CRC-Prim-HE-04_002.tif_Row_151_Col_1051.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/18021_CRC-Prim-HE-08_025.tif_Row_901_Col_301.tif,5
Kather_texture_2016_image_tiles_5000/04_LYMPHO/6FCF_CRC-Prim-HE-05_022.tif_Row_1_Col_301.tif,3
Kather_texture_2016_image_tiles_5000/06_MUCOSA/3771_CRC-Prim-HE-05_030.tif_Row_151_Col_151.tif,5
Kather_texture_2016_image_tiles_5000/05_DEBRIS/15A1A_CRC-Prim-HE-08_021.tif_Row_1351_Col_1051.tif,4
Kather_texture_2016_image_tiles_5000/05_DEBRIS/6224_CRC-Prim-HE-03_010.tif_Row_751_Col_151.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/11655_CRC-Prim-HE-06_032.tif_Row_1051_Col_751.tif,5
Kather_texture_2016_image_tiles_5000/06_MUCOSA/11D60_CRC-Prim-HE-07_001.tif_Row_601_Col_1351.tif,5
Kather_texture_2016_image_tiles_5000/05_DEBRIS/7279_CRC-Prim-HE-08_021.tif_Row_1651_Col_451.tif,4
Kather_texture_2016_image_tiles_5000/05_DEBRIS/7CFE_CRC-Prim-HE-03_031.tif_Row_301_Col_301.tif,4
Kather_texture_2016_image_tiles_5000/04_LYMPHO/10B84_CRC-Prim-HE-04_031.tif_Row_151_Col_451.tif,3
Kather_texture_2016_image_tiles_5000/05_DEBRIS/76C6_CRC-Prim-HE-04_021.tif_Row_301_Col_1.tif,4
Kather_texture_2016_image_tiles_5000/05_DEBRIS/128BF_CRC-Prim-HE-04_001.tif_Row_901_Col_151.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/16781_CRC-Prim-HE-09_001.tif_Row_1051_Col_1651.tif,5
Kather_texture_2016_image_tiles_5000/04_LYMPHO/4D2F_CRC-Prim-HE-02.tif_Row_901_Col_451.tif,3
Kather_texture_2016_image_tiles_5000/06_MUCOSA/1778B_CRC-Prim-HE-08_025.tif_Row_601_Col_1.tif,5
Kather_texture_2016_image_tiles_5000/04_LYMPHO/195_CRC-Prim-HE-05_022.tif_Row_151_Col_1.tif,3
Kather_texture_2016_image_tiles_5000/04_LYMPHO/55CA_CRC-Prim-HE-01_006b.tif_Row_151_Col_601.tif,3
Kather_texture_2016_image_tiles_5000/05_DEBRIS/5C15_CRC-Prim-HE-08_023.tif_Row_601_Col_301.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/17293_CRC-Prim-HE-08_022.tif_Row_601_Col_2101.tif,5
Kather_texture_2016_image_tiles_5000/06_MUCOSA/111C5_CRC-Prim-HE-06_033.tif_Row_301_Col_601.tif,5
Kather_texture_2016_image_tiles_5000/06_MUCOSA/100CC_CRC-Prim-HE-08_022.tif_Row_301_Col_151.tif,5
Kather_texture_2016_image_tiles_5000/06_MUCOSA/147CD_CRC-Prim-HE-08_008.tif_Row_1201_Col_451.tif,5
Kather_texture_2016_image_tiles_5000/05_DEBRIS/626A_CRC-Prim-HE-08_024.tif_Row_451_Col_1.tif,4
Kather_texture_2016_image_tiles_5000/04_LYMPHO/B6AC_CRC-Prim-HE-05_004.tif_Row_151_Col_1.tif,3
Kather_texture_2016_image_tiles_5000/04_LYMPHO/15EBA_CRC-Prim-HE-01_004.tif_Row_451_Col_151.tif,3
Kather_texture_2016_image_tiles_5000/06_MUCOSA/13734_CRC-Prim-HE-05.tif_Row_451_Col_301.tif,5
Kather_texture_2016_image_tiles_5000/04_LYMPHO/62C1_CRC-Prim-HE-09_019.tif_Row_601_Col_151.tif,3
Kather_texture_2016_image_tiles_5000/06_MUCOSA/3420_CRC-Prim-HE-06_035.tif_Row_151_Col_601.tif,5
Kather_texture_2016_image_tiles_5000/06_MUCOSA/168B1_CRC-Prim-HE-03_006.tif_Row_1501_Col_901.tif,5
Kather_texture_2016_image_tiles_5000/06_MUCOSA/11051_CRC-Prim-HE-05.tif_Row_2551_Col_1501.tif,5
Kather_texture_2016_image_tiles_5000/06_MUCOSA/362A_CRC-Prim-HE-05.tif_Row_2401_Col_1651.tif,5
Kather_texture_2016_image_tiles_5000/06_MUCOSA/14358_CRC-Prim-HE-06_001.tif_Row_1051_Col_451.tif,5
Kather_texture_2016_image_tiles_5000/05_DEBRIS/575F_CRC-Prim-HE-04_002.tif_Row_1_Col_151.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/153F6_CRC-Prim-HE-05.tif_Row_1801_Col_1201.tif,5
Kather_texture_2016_image_tiles_5000/04_LYMPHO/10647_CRC-Prim-HE-10c.tif_Row_1_Col_1.tif,3
Kather_texture_2016_image_tiles_5000/05_DEBRIS/10D1_CRC-Prim-HE-03_014.tif_Row_151_Col_1201.tif,4
Kather_texture_2016_image_tiles_5000/04_LYMPHO/15556_CRC-Prim-HE-05_003.tif_Row_301_Col_301.tif,3
Kather_texture_2016_image_tiles_5000/06_MUCOSA/11C03_CRC-Prim-HE-06_001.tif_Row_1501_Col_1.tif,5
Kather_texture_2016_image_tiles_5000/04_LYMPHO/289A_CRC-Prim-HE-01b.tif_Row_451_Col_301.tif,3
Kather_texture_2016_image_tiles_5000/04_LYMPHO/D26A_CRC-Prim-HE-01_004.tif_Row_601_Col_1.tif,3
Kather_texture_2016_image_tiles_5000/05_DEBRIS/75D4_CRC-Prim-HE-08_023.tif_Row_901_Col_751.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/13B6D_CRC-Prim-HE-08_022.tif_Row_451_Col_2101.tif,5
Kather_texture_2016_image_tiles_5000/05_DEBRIS/5E6E_CRC-Prim-HE-05_031.tif_Row_301_Col_1351.tif,4
Kather_texture_2016_image_tiles_5000/05_DEBRIS/4A89_CRC-Prim-HE-04_004.tif_Row_1_Col_151.tif,4
Kather_texture_2016_image_tiles_5000/04_LYMPHO/A451_CRC-Prim-HE-05_028.tif_Row_151_Col_1.tif,3
Kather_texture_2016_image_tiles_5000/04_LYMPHO/CDE7_CRC-Prim-HE-05_004.tif_Row_151_Col_901.tif,3
Kather_texture_2016_image_tiles_5000/06_MUCOSA/2DD9_CRC-Prim-HE-08_008.tif_Row_1051_Col_301.tif,5
Kather_texture_2016_image_tiles_5000/04_LYMPHO/51B0_CRC-Prim-HE-05_010.tif_Row_601_Col_151.tif,3
Kather_texture_2016_image_tiles_5000/06_MUCOSA/106BA_CRC-Prim-HE-07_001_copy.tif_Row_901_Col_151.tif,5
Kather_texture_2016_image_tiles_5000/05_DEBRIS/5C03_CRC-Prim-HE-04_001.tif_Row_151_Col_751.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/10467_CRC-Prim-HE-03_007.tif_Row_301_Col_2101.tif,5
Kather_texture_2016_image_tiles_5000/04_LYMPHO/543C_CRC-Prim-HE-01_006b.tif_Row_151_Col_751.tif,3
Kather_texture_2016_image_tiles_5000/06_MUCOSA/1302A_CRC-Prim-HE-09_001.tif_Row_2251_Col_151.tif,5
Kather_texture_2016_image_tiles_5000/06_MUCOSA/12947_CRC-Prim-HE-08_008.tif_Row_751_Col_301.tif,5
Kather_texture_2016_image_tiles_5000/04_LYMPHO/AF25_CRC-Prim-HE-09_006.tif_Row_1_Col_1.tif,3
Kather_texture_2016_image_tiles_5000/04_LYMPHO/1A3D_CRC-Prim-HE-02_copy.tif_Row_151_Col_301.tif,3
Kather_texture_2016_image_tiles_5000/05_DEBRIS/7298_CRC-Prim-HE-08_021.tif_Row_151_Col_751.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/1310E_CRC-Prim-HE-05_001.tif_Row_451_Col_601.tif,5
Kather_texture_2016_image_tiles_5000/05_DEBRIS/4BCE_CRC-Prim-HE-07_002.tif_Row_301_Col_1051.tif,4
Kather_texture_2016_image_tiles_5000/05_DEBRIS/5C6D_CRC-Prim-HE-08_024.tif_Row_901_Col_301.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/16AC6_CRC-Prim-HE-05.tif_Row_2401_Col_1351.tif,5
Kather_texture_2016_image_tiles_5000/06_MUCOSA/15F5E_CRC-Prim-HE-07_001.tif_Row_901_Col_2101.tif,5
Kather_texture_2016_image_tiles_5000/06_MUCOSA/14BC6_CRC-Prim-HE-07_001_copy.tif_Row_1351_Col_451.tif,5
Kather_texture_2016_image_tiles_5000/06_MUCOSA/1041C_CRC-Prim-HE-05.tif_Row_901_Col_1351.tif,5
Kather_texture_2016_image_tiles_5000/05_DEBRIS/5434_CRC-Prim-HE-04_002.tif_Row_451_Col_1351.tif,4
Kather_texture_2016_image_tiles_5000/06_MUCOSA/2916_CRC-Prim-HE-03_006.tif_Row_1801_Col_601.tif,5
Kather_texture_2016_image_tiles_5000/05_DEBRIS/1087B_CRC-Prim-HE-07_002.tif_Row_1201_Col_1201.tif,4
